2026-05-26 17:41:13,869 | INFO | Generating atomic question DAG with DEPO.
2026-05-26 17:43:25,892 | INFO | Loading dataset from D:\GitHub\HyperBranch\datasets\2wikimultihopqa
2026-05-26 17:43:25,893 | INFO | Using GraphML file graph_chunk_entity_relation.graphml
2026-05-26 17:43:39,523 | INFO | Starting HyperBranch pipeline for question: Which film has the director who is older than the other, Mektoub or Sail A Crooked Ship?
2026-05-26 17:43:39,523 | INFO | Executing atomic DAG with 5 node(s)
2026-05-26 17:43:45,420 | INFO | Atomic retrieval returned 21 hits for question=Who is the director of Mektoub?
2026-05-26 17:43:55,199 | INFO | Atomic retrieval returned 21 hits for question=Who is the director of Sail A Crooked Ship?
2026-05-26 17:44:03,356 | INFO | Rewrote retrieval question for q2: What is the age of the director of Mektoub? -> What is the age of Nabil Ayouch?
2026-05-26 17:44:09,515 | INFO | Atomic retrieval returned 23 hits for question=What is the age of Nabil Ayouch?
2026-05-26 17:44:14,891 | INFO | Rewrote retrieval question for q4: What is the age of the director of Sail A Crooked Ship? -> What is the age of Irving Brecher?
2026-05-26 17:44:20,418 | INFO | Atomic retrieval returned 21 hits for question=What is the age of Irving Brecher?
2026-05-26 17:44:31,663 | INFO | Atomic retrieval returned 23 hits for question=What is the age of the director of Mektoub?
2026-05-26 17:44:59,454 | INFO | Pipeline finished. Artifacts saved under D:\GitHub\HyperBranch\runs\2wikimultihopqa\20260526_174113_which-film-has-the-director-who-is-older-than-th
